date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:20	40011/40011	---M--	200	added ('OK')	application/javascript	etag:%228c7933-9c4b-4c2ec23a61540%22	http://tutorialsymfony2.eu5.org/pag1_files/embed_002.js	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/embed_002.js	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:21	232/232	---M--	302	error ('Found')	text/html	date:Wed,%2010%20Aug%202016%2006:27:21%20GMT	http://tutorialsymfony2.eu5.org/pag1_files/687474703a2f2f73332e616d617a6f6e6177732e636f6d2f676974687562.htm	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/687474703a2f2f73332e616d617a6f6e6177732e636f6d2f676974687562.4e.delayed	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:21	6148/6148	---M--	200	added ('OK')	text/html	etag:%228c7935-1804-4c2ec23d3dc00%22	http://tutorialsymfony2.eu5.org/pag1_files/fastbutton.htm	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/fastbutton.html	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:22	56951/56951	---M--	200	added ('OK')	text/html	etag:%228c7947-de77-4c2ec259d9f80%22	http://tutorialsymfony2.eu5.org/pag1_files/tweet_button.htm	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/tweet_button.html	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:30	46423/46423	---M--	200	added ('OK')	application/javascript	etag:%228c794a-b557-4c2ec25daa880%22	http://tutorialsymfony2.eu5.org/pag1_files/widgets.js	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/widgets.js	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:31	182715/182715	---M--	200	added ('OK')	application/javascript	etag:%228c792e-2c9bb-4c2ec230d7ec0%22	http://tutorialsymfony2.eu5.org/pag1_files/disqus.js	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/disqus.js	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:35	197522/197522	---M--	200	added ('OK')	application/javascript	etag:%228c7931-30392-4c2ec23d3dc00%22	http://tutorialsymfony2.eu5.org/pag1_files/element_main.js	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/element_main.js	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:35	25612/25612	---M--	200	added ('OK')	image/jpeg	etag:%228c7939-640c-4c2ec243eabc0%22	http://tutorialsymfony2.eu5.org/pag1_files/homepage.jpg	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/homepage.jpg	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:36	1464/1464	---M--	200	added ('OK')	image/png	etag:%228c7945-5b8-4c2ec2532cfc0%22	http://tutorialsymfony2.eu5.org/pag1_files/translate-32.png	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/translate-32.png	(from http://tutorialsymfony2.eu5.org/pag1.htm)
11:57:37	29270/29270	---M--	200	added ('OK')	text/html	etag:%228c792b-7256-4c2ec21cd0f80%22	http://tutorialsymfony2.eu5.org/pag1_files/def.htm	C:/My%20Web%20Sites/symfony/tutorialsymfony2.eu5.org/pag1_files/def.html	(from http://tutorialsymfony2.eu5.org/pag1.htm)
